IP_LOC,Method_LOC,Var_Init,Def_C,Def_V,Def_Null,Def_Lib,Def_User,Def_If,Def_For,Def_While,Use_V,Use_Lib,Use_User,Use_If,Use_For,Use_While,If_Con,For_Con,While_Con,Defect
77,144,3,0,5,0,0,0,0,0,0,2,0,3,2,1,0,15,1,0,FALSE
80,144,3,0,5,0,0,0,0,0,0,2,0,7,2,1,0,15,1,0,FALSE
80,144,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,FALSE
85,144,3,0,5,0,0,0,0,0,0,3,0,7,2,1,0,15,1,0,FALSE
87,144,3,0,5,0,0,0,0,0,0,3,0,7,2,1,0,16,1,0,FALSE
90,144,3,0,5,0,0,0,0,0,0,3,0,12,2,1,0,16,1,0,FALSE
97,144,3,0,6,0,0,0,0,0,0,3,0,12,2,1,0,16,1,0,FALSE
98,144,3,0,7,0,0,0,0,0,0,3,0,12,2,1,0,16,1,0,FALSE
99,144,3,0,8,0,0,0,0,0,0,3,0,12,2,1,0,16,1,0,FALSE
100,144,3,0,8,0,0,0,0,0,0,3,0,12,2,1,0,18,1,0,FALSE
103,144,3,0,9,0,0,0,0,0,0,3,0,12,2,1,0,18,1,0,FALSE
108,144,3,0,10,0,0,0,0,0,0,4,0,12,2,1,0,18,1,0,FALSE
109,144,3,0,10,0,0,0,0,0,0,5,0,12,2,1,0,18,1,0,FALSE
114,144,3,0,10,0,0,0,0,0,0,5,0,12,2,1,0,19,1,0,FALSE
117,144,3,0,10,0,0,0,0,0,0,5,0,14,2,1,0,19,1,0,FALSE
117,144,3,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,FALSE
121,144,3,0,10,0,0,0,0,0,0,6,0,14,2,1,0,19,1,0,FALSE
123,144,3,0,10,0,0,0,0,0,0,6,0,14,2,1,0,20,1,0,FALSE
126,144,3,0,10,0,0,0,0,0,0,7,0,14,2,1,0,20,1,0,FALSE
4,144,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE
132,144,3,0,10,0,0,0,0,0,0,7,0,15,2,1,0,20,1,0,FALSE
132,144,3,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,TRUE
1,138,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
1,68,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
33,68,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,TRUE
9,68,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
10,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
13,68,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
28,214,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,TRUE
1,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
36,105,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,TRUE
10,105,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,FALSE
14,105,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,FALSE
37,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
40,105,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,TRUE
